File,ID
C:/Users/sihol/OneDrive/Desktop/Project 2025/Analysis/Output.h3d,2
Loadcase,ID,Step,ID
Subcase 1 (LC1),1,Static Analysis,0
Subcase 2 (LC2),2,Static Analysis,0
Subcase 3 (LC3),3,Static Analysis,0
Element Stresses (1D):CBAR/CBEAM Axial Stress
System=,
method=Results Query

Elements,FileID,Loadcase,Step,Element Stresses (1D):CBAR/CBEAM Axial Stress,
40,2,1,0,-45.624588012695
41,2,1,0,-41.715484619141
42,2,1,0,-47.088550567627
43,2,1,0,-44.853958129883
44,2,1,0,-48.039119720459
45,2,1,0,-47.089313507080
46,2,1,0,-51.357498168945
47,2,1,0,-50.396411895752
48,2,1,0,-53.340156555176
49,2,1,0,-34.522796630859
50,2,1,0,-42.169021606445
51,2,1,0,-48.740142822266
52,2,1,0,-38.021369934082
53,2,1,0,-37.776882171631
54,2,1,0,-38.021369934082
55,2,1,0,-48.740142822266
56,2,1,0,-42.169021606445
57,2,1,0,-34.522796630859
58,2,1,0,-53.340156555176
59,2,1,0,-50.396411895752
60,2,1,0,-51.357498168945
61,2,1,0,-47.089313507080
62,2,1,0,-48.039119720459
63,2,1,0,-44.853958129883
64,2,1,0,-47.088550567627
65,2,1,0,-41.715484619141
66,2,1,0,-45.624588012695
40,2,2,0,-49.671455383301
41,2,2,0,-52.557655334473
42,2,2,0,-51.135417938232
43,2,2,0,-41.682628631592
44,2,2,0,-44.133041381836
45,2,2,0,-43.917987823486
46,2,2,0,-49.241909027100
47,2,2,0,-48.641098022461
48,2,2,0,-51.224567413330
49,2,2,0,-32.195087432861
50,2,2,0,-39.842277526855
51,2,2,0,-46.412433624268
52,2,2,0,-35.890781402588
53,2,2,0,-35.772006988525
54,2,2,0,-35.890781402588
55,2,2,0,-46.412433624268
56,2,2,0,-39.842277526855
57,2,2,0,-32.195087432861
58,2,2,0,-51.224567413330
59,2,2,0,-48.641098022461
60,2,2,0,-49.241909027100
61,2,2,0,-43.917987823486
62,2,2,0,-44.133041381836
63,2,2,0,-41.682628631592
64,2,2,0,-51.135417938232
65,2,2,0,-52.557655334473
66,2,2,0,-49.671455383301
40,2,3,0,-12.442939758301
41,2,3,0,-13.814868927002
42,2,3,0,-18.260763168335
43,2,3,0,-10.782690048218
44,2,3,0,-15.909059524536
45,2,3,0,-19.666055679321
46,2,3,0,-13.396730422974
47,2,3,0,-16.689720153809
48,2,3,0,-21.275869369507
49,2,3,0,14.463009834290
50,2,3,0,-13.965065002441
51,2,3,0,-42.037101745605
52,2,3,0,-12.591492652893
53,2,3,0,-12.510525703430
54,2,3,0,-12.591492652893
55,2,3,0,-42.037101745605
56,2,3,0,-13.965065002441
57,2,3,0,14.463009834290
58,2,3,0,-21.275869369507
59,2,3,0,-16.689720153809
60,2,3,0,-13.396730422974
61,2,3,0,-19.666055679321
62,2,3,0,-15.909059524536
63,2,3,0,-10.782690048218
64,2,3,0,-18.260763168335
65,2,3,0,-13.814868927002
66,2,3,0,-12.442939758301
